crs_number,community_nm,entry_dt,effective_dt,current_class,sfha_disc,nonsfha_disc,status,report_dt,state,state_code
450025,Beaufort County,1991-10-01,2012-05-01,6,20,10,C,2012-10-01,NA,NA
450029,Berkeley County,2008-05-01,2008-05-01,9,5,5,C,2012-10-01,NA,NA
450131,"Cayce, City of",2010-05-01,2010-05-01,9,5,5,C,2012-10-01,NA,NA
455412,"Charleston, City of",1993-10-01,2005-05-01,7,15,5,C,2012-10-01,NA,NA
455413,Charleston County,1995-10-01,2010-05-01,4,30,10,C,2012-10-01,NA,NA
450056,Colleton County,2005-05-01,2007-05-01,7,15,5,C,2012-10-01,NA,NA
455414,"Edisto Beach, Town of",1992-10-01,2012-05-01,7,15,5,C,2012-10-01,NA,NA
450078,"Florence, City of",1991-10-01,2010-10-01,7,15,5,C,2012-10-01,NA,NA
450076,Florence County,2010-05-01,2010-05-01,9,5,5,C,2012-10-01,NA,NA
455415,"Folly Beach, Township of",1996-10-01,2012-10-01,7,15,5,C,2012-10-01,NA,NA
450087,"Georgetown, City of",1993-10-01,2003-10-01,8,10,5,C,2012-10-01,NA,NA
450085,Georgetown County,2010-05-01,2010-05-01,8,10,5,C,2012-10-01,NA,NA
450091,"Greenville, City of",1991-10-01,2004-10-01,7,15,5,C,2012-10-01,NA,NA
450089,Greenville County,1993-10-01,2003-10-01,8,10,5,C,2012-10-01,NA,NA
450250,"Hilton Head Island, Town of",1991-10-01,2010-05-01,5,25,10,C,2012-10-01,NA,NA
450037,"Hollywood, Town of",2010-10-01,2010-10-01,6,20,10,C,2012-10-01,NA,NA
450104,Horry County,2010-10-01,2010-10-01,9,5,5,C,2012-10-01,NA,NA
455416,"Isle of Palms, City of",1994-10-01,2004-10-01,7,15,5,C,2012-10-01,NA,NA
450257,"Kiawah Island, Town of",1996-10-01,2000-10-01,6,20,10,C,2012-10-01,NA,NA
450129,Lexington County,1991-10-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
450039,"McClellanville, Town of",2000-10-01,2010-10-01,6,20,10,C,2012-10-01,NA,NA
450040,"Meggett, City of",1996-10-01,2005-10-01,6,20,10,C,2012-10-01,NA,NA
455417,"Mount Pleasant, City of",1994-10-01,2010-10-01,6,20,10,C,2012-10-01,NA,NA
450109,"Myrtle Beach, City of",1991-10-01,2003-05-01,5,25,10,C,2012-10-01,NA,NA
450042,"North Charleston, City of",2003-05-01,2007-10-01,7,15,5,C,2012-10-01,NA,NA
450110,"North Myrtle Beach, Town of",1991-10-01,2012-10-01,6,20,10,C,2012-10-01,NA,NA
450255,"Pawley’s Island, Town of",2005-10-01,2009-10-01,6,20,10,C,2012-10-01,NA,NA
450166,Pickens County,1999-04-01,2004-05-01,8,10,5,C,2012-10-01,NA,NA
450028,"Port Royal, Town of",2011-05-01,2011-05-01,9,5,5,C,2012-10-01,NA,NA
450043,"Ravenel, Town of",1996-10-01,2005-10-01,6,20,10,C,2012-10-01,NA,NA
450170,Richland County,1995-10-01,2010-10-01,8,10,5,C,2012-10-01,NA,NA
450249,"Rockville, Town of",1998-10-01,2005-10-01,6,20,10,C,2012-10-01,NA,NA
450256,"Seabrook Island, Town of",1995-10-01,2000-10-01,6,20,10,C,2012-10-01,NA,NA
455418,"Sullivans Island, Town of",2004-05-01,2010-10-01,6,20,10,C,2012-10-01,NA,NA
450184,"Sumter, City of",1992-10-01,2012-05-01,8,10,5,C,2012-10-01,NA,NA
450182,Sumter County,1992-10-01,2012-05-01,8,10,5,C,2012-10-01,NA,NA
450111,"Surfside Beach, Town of",2010-10-01,2010-10-01,9,5,5,C,2012-10-01,NA,NA
450193,York County,2009-10-01,2009-10-01,9,5,5,C,2012-10-01,NA,NA
465420,"Rapid City, City of",1992-10-01,2002-10-01,8,10,5,C,2012-10-01,NA,NA
470211,"Athens, City of",1993-10-01,2009-10-01,8,10,5,C,2012-10-01,NA,NA
470182,"Bristol, City of",2006-05-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
470176,"Carthage, City of",1992-10-01,2002-10-01,8,10,5,C,2012-10-01,NA,NA
475425,"Elizabethton, City of",1993-10-01,1993-10-01,9,5,5,C,2012-10-01,NA,NA
470105,"Fayetteville, City of",1992-10-01,1993-10-01,10,0,0,R,2012-10-01,NA,NA
475426,"Gatlinburg, City of",1993-10-01,2009-10-01,8,10,5,C,2012-10-01,NA,NA
470059,"Humboldt, City of",1993-10-01,1996-10-01,10,0,0,R,2012-10-01,NA,NA
470184,"Kingsport, City of",1992-10-01,1997-10-01,10,0,0,R,2012-10-01,NA,NA
475433,Knox County,2002-10-01,2002-10-01,9,5,5,C,2012-10-01,NA,NA
475434,"Knoxville, City of",1992-10-01,2006-10-01,8,10,5,C,2012-10-01,NA,NA
470070,"Morristown, City of",1992-10-01,1993-10-01,10,0,0,R,2012-10-01,NA,NA
470040,"Nashville, City of &",1991-10-01,2006-10-01,8,10,5,C,2012-10-01,NA,NA
470100,"Ripley, Town of",1991-10-01,1996-10-01,10,0,0,R,2012-10-01,NA,NA
475448,"Spring City, Town of",1992-10-01,1997-10-01,10,0,0,R,2012-10-01,NA,NA
470204,Williamson County,2008-10-01,2008-10-01,9,5,5,C,2012-10-01,NA,NA
485454,"Arlington, City of",1991-10-01,2010-10-01,7,15,5,C,2012-10-01,NA,NA
480624,"Austin, City of",1991-10-01,2010-05-01,6,20,10,C,2012-10-01,NA,NA
481193,Bastrop County,2004-10-01,2004-10-01,8,10,5,C,2012-10-01,NA,NA
485456,"Baytown, City of",1991-10-01,2006-05-01,6,20,10,C,2012-10-01,NA,NA
485457,"Beaumont, City of",2008-10-01,2008-10-01,8,10,5,C,2012-10-01,NA,NA
480289,"Bellaire, City of",1993-10-01,2008-10-01,8,10,5,C,2012-10-01,NA,NA
480586,"Benbrook, City of",1991-10-01,2006-10-01,6,20,10,C,2012-10-01,NA,NA
480878,"Bevil Oaks, City of",2010-05-01,2011-10-01,7,15,5,C,2012-10-01,NA,NA
480082,"Bryan, City of",1995-10-01,2011-10-01,6,20,10,C,2012-10-01,NA,NA
485459,"Burleson, City of",1991-10-01,2012-05-01,7,15,5,C,2012-10-01,NA,NA
480167,"Carrollton, City of",1991-10-01,2012-10-01,6,20,10,C,2012-10-01,NA,NA
485462,"Cleburne, City of",1992-10-01,1992-10-01,9,5,5,C,2012-10-01,NA,NA
480083,"College Station, City of",2010-05-01,2010-05-01,7,15,5,C,2012-10-01,NA,NA
480484,"Conroe, City of",1992-10-01,2002-05-01,7,15,5,C,2012-10-01,NA,NA
480170,"Coppell, City of",1993-10-01,2008-10-01,7,15,5,C,2012-10-01,NA,NA
485464,"Corpus Christi, City of",1991-10-01,1991-10-01,9,5,5,C,2012-10-01,NA,NA
480171,"Dallas, City of",1991-10-01,2011-05-01,5,25,10,C,2012-10-01,NA,NA
480291,"Deer Park, City of",2000-10-01,2012-10-01,8,10,5,C,2012-10-01,NA,NA
480194,"Denton, City of",1991-10-01,2007-05-01,6,20,10,C,2012-10-01,NA,NA
480774,Denton County,1992-10-01,1993-10-01,10,0,0,R,2012-10-01,NA,NA
481569,"Dickinson, City of",2012-10-01,2012-10-01,8,10,5,C,2012-10-01,NA,NA
480173,"Duncanville, City of",1991-10-01,2012-05-01,7,15,5,C,2012-10-01,NA,NA
480214,"El Paso, City of",1991-10-01,1991-10-01,9,5,5,C,2012-10-01,NA,NA
485468,"Friendswood, City of",1991-10-01,2003-10-01,5,25,10,C,2012-10-01,NA,NA
480596,"Fort Worth, City of",2012-10-01,2012-10-01,8,10,5,C,2012-10-01,NA,NA
485471,"Garland, City of",1991-10-01,1997-10-01,7,15,5,C,2012-10-01,NA,NA
485472,"Grand Prairie, City of",1991-10-01,2012-05-01,5,25,10,C,2012-10-01,NA,NA
480266,Guadalupe County,2009-05-01,2009-05-01,8,10,5,C,2012-10-01,NA,NA
480599,"Haltom City, City of",2012-10-01,2012-10-01,7,15,5,C,2012-10-01,NA,NA
480287,Harris County,2004-05-01,2004-05-01,8,10,5,C,2012-10-01,NA,NA
480296,"Houston, City of",2002-05-01,2009-10-01,5,25,10,C,2012-10-01,NA,NA
480601,"Hurst, City of",1992-10-01,2002-10-01,8,10,5,C,2012-10-01,NA,NA
485481,"Kemah, City of",1992-10-01,2000-10-01,5,25,10,C,2012-10-01,NA,NA
485487,"LaPorte, City of",1999-10-01,1999-10-01,8,10,5,C,2012-10-01,NA,NA
485488,"League City, City of",1992-10-01,2012-10-01,6,20,10,C,2012-10-01,NA,NA
480195,"Lewisville, City of",1991-10-01,1996-10-01,7,15,5,C,2012-10-01,NA,NA
480043,"Live Oak, City of",2010-05-01,2010-05-01,7,15,5,C,2012-10-01,NA,NA
480452,"Lubbock, City of",1992-10-01,1993-10-01,8,10,5,C,2012-10-01,NA,NA
480477,"Midland, City of",1992-10-01,1994-10-01,8,10,5,C,2012-10-01,NA,NA
480304,"Missouri City, City of",2010-05-01,2010-05-01,7,15,5,C,2012-10-01,Texas,TX
485491,"Nassau Bay, City of",1992-10-01,2009-05-01,7,15,5,C,2012-10-01,NA,NA
480607,"North Richland Hills, City of",1991-10-01,2009-05-01,6,20,10,C,2012-10-01,NA,NA
480206,"Odessa, City of",1992-10-01,2008-10-01,7,15,5,C,2012-10-01,NA,NA
480307,"Pasadena, City of",1991-10-01,2010-05-01,7,15,5,C,2012-10-01,NA,NA
480077,"Pearland, City of",2005-05-01,2010-10-01,7,15,5,C,2012-10-01,NA,NA
481028,"Pflugerville, City of",2011-05-01,2011-05-01,7,15,5,C,2012-10-01,NA,NA
480140,"Plano, City of",1992-10-01,2008-10-01,5,25,10,C,2012-10-01,NA,NA
485499,"Port Arthur, City of",1991-10-01,1991-10-01,9,5,5,C,2012-10-01,NA,NA
480184,"Richardson, City of",1991-10-01,2011-10-01,7,15,5,C,2012-10-01,NA,NA
485505,"San Marcos, City of",1992-10-01,2002-10-01,7,15,5,C,2012-10-01,NA,NA
485507,"Seabrook, City of",2002-10-01,2011-10-01,7,15,5,C,2012-10-01,NA,NA
480234,"Sugar Land, City of",2010-05-01,2010-05-01,7,15,5,C,2012-10-01,NA,NA
481127,"Sunset Valley, City of",2010-05-01,2010-05-01,8,10,5,C,2012-10-01,NA,NA
480502,"Sweetwater, City of",1991-10-01,2008-05-01,9,5,5,C,2012-10-01,NA,NA
485513,"Taylor Lake Village, City of",1996-10-01,2012-10-01,10,0,0,R,2012-10-01,NA,NA
481585,"Tiki Island, Village of",2001-10-01,2006-05-01,8,10,5,C,2012-10-01,NA,NA
480654,"Wharton, City of",2011-10-01,2011-10-01,8,10,5,C,2012-10-01,NA,NA
480662,"Wichita Falls, City of",1991-10-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
490039,"Bountiful, City of",1991-10-01,1991-10-01,9,5,5,C,2012-10-01,NA,NA
490074,"Cedar City, City of",1994-10-01,1996-10-01,10,0,0,R,2012-10-01,NA,NA
490040,"Centerville, City of",2002-05-01,2008-10-01,7,15,5,C,2012-10-01,NA,NA
490019,"Logan, City of",1993-10-01,2003-10-01,8,10,5,C,2012-10-01,NA,NA
490072,"Moab, City of",2001-04-01,2011-10-01,9,5,5,C,2012-10-01,NA,NA
490214,"North Ogden, City of",1993-10-01,2008-10-01,9,5,5,C,2012-10-01,NA,NA
490216,"Orem, City of",1993-10-01,2008-05-01,7,15,5,C,2012-10-01,NA,NA
490159,"Provo, City of",1991-10-01,1996-10-01,8,10,5,C,2012-10-01,NA,NA
490178,"Santa Clara, Town of",1995-10-01,1995-10-01,9,5,5,C,2012-10-01,NA,NA
490177,"St. George, City of",1994-10-01,2004-05-01,7,15,5,C,2012-10-01,NA,NA
490052,"West Bountiful, City of",1996-10-01,1996-10-01,9,5,5,C,2012-10-01,NA,NA
500013,"Bennington, Town of",1993-10-01,1993-10-01,9,5,5,C,2012-10-01,NA,NA
500126,"Brattleboro, Town of",1991-10-01,1991-10-01,9,5,5,C,2012-10-01,NA,NA
505518,"Montpelier, City of",1998-10-01,1998-10-01,9,5,5,C,2012-10-01,NA,NA
510001,Accomack County,1992-10-01,1996-10-01,8,10,5,C,2012-10-01,NA,NA
515519,"Alexandria, City of",1992-10-01,2009-10-01,7,15,5,C,2012-10-01,NA,NA
515520,Arlington County,1992-10-01,2008-10-01,8,10,5,C,2012-10-01,NA,NA
510134,"Bridgewater, Town of",1996-10-01,2006-05-01,8,10,5,C,2012-10-01,NA,NA
510106,"Cape Charles, Town of",2010-05-01,2010-05-01,9,5,5,C,2012-10-01,NA,NA
510002,"Chincoteague, City of",2000-10-01,2003-10-01,8,10,5,C,2012-10-01,NA,NA
515525,Fairfax County,1993-10-01,2009-05-01,7,25,10,C,2012-10-01,NA,NA
510054,"Falls Church, City of",2007-05-01,2012-05-01,7,15,5,C,2012-10-01,NA,NA
510071,Gloucester County,1995-10-01,2011-05-01,7,15,5,C,2012-10-01,NA,NA
515527,"Hampton, City of",2011-05-01,2011-05-01,8,10,5,C,2012-10-01,NA,NA
510201,James City County,1992-10-01,2010-05-01,8,10,5,C,2012-10-01,NA,NA
510090,Loudoun County,1992-10-01,2003-05-01,10,0,0,R,2012-10-01,NA,NA
510104,"Norfolk, City of",1992-10-01,1992-10-01,9,5,5,C,2012-10-01,NA,NA
510183,"Poquoson, City of",1992-10-01,1997-10-01,9,5,5,C,2012-10-01,NA,NA
515529,"Portsmouth, City of",1992-10-01,2000-10-01,9,5,5,C,2012-10-01,NA,NA
510119,Prince William County,1996-10-01,2001-10-01,8,10,5,C,2012-10-01,NA,NA
510130,"Roanoke, City of",1996-10-01,2008-10-01,7,15,5,C,2012-10-01,NA,NA
510190,Roanoke County,1991-10-01,2006-10-01,8,10,5,C,2012-10-01,NA,NA
510154,Stafford County,2011-05-01,2011-05-01,8,10,5,C,2012-10-01,NA,NA
510053,"Vienna, Town of",1996-10-01,2011-10-01,8,10,5,C,2012-10-01,NA,NA
510005,"Wachapreague, Town of",1996-10-01,1996-10-01,9,5,5,C,2012-10-01,NA,NA
510182,York County,2005-10-01,2010-10-01,8,10,5,C,2012-10-01,NA,NA
530073,"Auburn, City of",1992-10-01,2008-05-01,5,25,10,C,2012-10-01,NA,NA
530074,"Bellevue, City of",1992-10-01,2006-05-01,5,25,10,C,2012-10-01,NA,NA
530153,"Burlington, City of",1994-10-01,2009-10-01,5,25,10,C,2012-10-01,NA,NA
530103,"Centralia, City of",1994-10-01,2009-10-01,5,25,10,C,2012-10-01,NA,NA
530104,"Chehalis, City of",1994-10-01,2010-05-01,5,25,10,C,2012-10-01,NA,NA
530024,Clark County,2004-10-01,2009-10-01,5,25,10,C,2012-10-01,NA,NA
530051,"Ephrata, City of",2000-10-01,2010-05-01,7,15,5,C,2012-10-01,NA,NA
530200,"Everson, City of",1994-10-01,2009-10-01,7,15,5,C,2012-10-01,NA,NA
530140,"Fife, City of",2006-05-01,2009-10-01,5,25,10,C,2012-10-01,NA,NA
530166,"Index, Town of",1998-04-01,2008-05-01,6,20,10,C,2012-10-01,NA,NA
530079,"Issaquah, City of",1992-10-01,2008-05-01,5,25,10,C,2012-10-01,NA,NA
530080,"Kent, City of",2010-05-01,2010-05-01,6,20,10,C,2012-10-01,NA,NA
530071,King County,1991-10-01,2007-10-01,2,40,10,C,2012-10-01,NA,NA
530156,"La Conner, Town of",1996-10-01,2012-05-01,7,15,5,C,2012-10-01,NA,NA
530102,Lewis County,1994-10-01,1999-10-01,7,15,5,C,2012-10-01,NA,NA
530316,Lower Elwha/Klallam Tribe,2000-10-01,2010-10-01,8,10,5,C,2012-10-01,NA,NA
530331,Lummi Nation,2010-05-01,2010-05-01,8,10,5,C,2012-10-01,NA,NA
530169,"Monroe, City of",1991-10-01,2006-05-01,5,25,10,C,2012-10-01,NA,NA
530158,"Mount Vernon, City of",1997-05-01,2012-10-01,6,20,10,C,2012-10-01,NA,NA
530085,"North Bend, City of",1995-10-01,2006-05-01,6,20,10,C,2012-10-01,NA,NA
530143,"Orting, City of",2008-05-01,2009-10-01,6,20,10,C,2012-10-01,NA,NA
530138,Pierce County,1995-10-01,2012-05-01,2,40,10,C,2012-10-01,NA,NA
530088,"Renton, City of",1994-10-01,2009-10-01,6,20,10,C,2012-10-01,NA,NA
530151,Skagit County,1998-04-01,2008-10-01,4,30,10,C,2012-10-01,NA,NA
535534,Snohomish County,2006-05-01,2010-10-01,4,30,10,C,2012-10-01,NA,NA
530090,"Snoqualmie, City of",1992-10-01,2002-05-01,5,25,10,C,2012-10-01,NA,NA
530173,"Sultan, City of",2003-10-01,2008-05-01,7,15,5,C,2012-10-01,NA,NA
530204,"Sumas, City of",1993-10-01,2008-05-01,7,15,5,C,2012-10-01,NA,NA
530188,Thurston County,2000-10-01,2000-10-01,5,25,10,C,2012-10-01,NA,NA
530193,Wahkiakum County,2007-10-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
530067,"Westport, City of",2009-10-01,2009-10-01,6,20,5,C,2012-10-01,NA,NA
530198,Whatcom County,1996-10-01,2006-10-01,6,20,10,C,2012-10-01,NA,NA
530217,Yakima County,2007-10-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
540282,Berkeley County,2011-10-01,2011-10-01,7,15,5,C,2012-10-01,NA,NA
540199,"Buckhannon, City of",2007-05-01,2007-05-01,8,10,5,C,2012-10-01,NA,NA
540073,"Charleston, City of",2011-10-01,2011-10-01,9,5,5,C,2012-10-01,NA,NA
540065,Jefferson County,2006-10-01,2012-05-01,8,10,5,C,2012-10-01,NA,NA
540004,"Philippi, City of",2003-05-01,2003-05-01,8,10,5,C,2012-10-01,NA,NA
550001,Adams County,1991-10-01,2012-05-01,7,15,5,C,2012-10-01,NA,NA
550612,"Allouez, Village of",1992-10-01,2012-05-01,6,20,10,C,2012-10-01,NA,NA
550128,"Eau Claire, City of",1991-10-01,2008-10-01,7,15,5,C,2012-10-01,NA,NA
550578,"Elm Grove, Village of",2001-04-01,2012-05-01,5,25,10,C,2012-10-01,NA,NA
550366,"Evansville, City of",2010-05-01,2010-05-01,7,15,5,C,2012-10-01,NA,NA
550022,"Green Bay, City of",1991-10-01,2001-10-01,7,15,5,C,2012-10-01,NA,NA
555562,"La Crosse, City of",1991-10-01,2002-10-01,8,10,5,C,2012-10-01,NA,NA
550085,"Mazomanie, Village of",1991-10-01,2012-05-01,8,10,5,C,2012-10-01,NA,NA
550487,"New Berlin, City of",2005-10-01,2010-05-01,7,15,5,C,2012-10-01,NA,NA
550310,Ozaukee County,1991-10-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
550660,"Suamico, Village of",2008-05-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
550107,"Watertown, City of",1991-10-01,2007-10-01,7,15,5,C,2012-10-01,NA,NA
550108,"Waupun, City of",1991-10-01,2001-10-01,8,10,5,C,2012-10-01,NA,NA
550537,Winnebago County,1991-10-01,2001-10-01,8,10,5,C,2012-10-01,NA,NA
560037,"Casper, City of",2000-10-01,2000-10-01,9,5,5,C,2012-10-01,NA,NA
560030,"Cheyenne, City of",2003-05-01,2003-05-01,7,15,5,C,2012-10-01,NA,NA
560013,"Douglas, City of",1993-10-01,2010-10-01,8,10,5,C,2012-10-01,NA,NA
560029,Laramie County,2003-05-01,2003-05-01,8,10,5,C,2012-10-01,NA,NA
560085,Park County,1991-10-01,1996-10-01,10,0,0,R,2012-10-01,NA,NA
560044,"Sheridan, City of",1995-10-01,1995-10-01,9,5,5,C,2012-10-01,NA,NA
720101,"Ponce, Municipality of",2009-10-01,2009-10-01,9,5,5,C,2012-10-01,NA,NA
